content,score
"Akun tokped saya tiba² di nonaktifkan,sudah minta bantuan via email kata nya sudah bisa. saya coba tetap tidak bisa masuk,hapus lalu download ulang tetap saja tidak bisa. aneh nih aplikasi buruk.",1
sangat puas,5
Ok,5
kurang promo tapi 👍,4
puas belanja ditoped,5
"Heran ug dgn tokped, barang sudah dibayar sllu sj dibatalkn, akun hmpir smua tersambung masih tdk memenuhi syarat, adakah yg bs jelaskn?",2
sangat mudah,5
Pelayanan order bagus..... cuman service aplikasinya kurang bagus / sering hilang saat melakukan pemilihan barang / transaksi.,4
Great apps,5
Pertama kali order sangat memuaskan🙏,5
akun pengguna baru tpi tidak dpt voucher pengguna baru gmn ini?,1
"cs kyuri, tidak bisa membaca masalah dan membantu",1
👍,5
"Sangat membantu, memudahkan",5
Membantu,5
Kejadian awal bulan Desember 2024.. sampai hari ini tgl 30 Januari 2025 belum juga ada perkembangan di diskusi Tokopedia care.. Jika di tanya balasan hanya mengatakan mohon sabar mohon tunggu kabar dari jasa ekspedisi bagian pengiriman.. Kapan ada solusi ? Kapan penyelesaian nya? Saya punya bukti videonya.. sudah saya upload..masalah harga± 12 juta Ini sama jawaban anda seperti robot..ga punya akal dan hati.. Ga baca masalah sy d Tokopedia care!,1
Saya sangat senang dengan aplikasi Tokopedia bisa membuat kapan saja untuk berbelanja di online tidak perlu ribet sekian berterimakasih 🙏,5
top,5
Pengirimannya lama sekali n pelayanannya membosankan sudah lewat 3 hari pengirimannya n harus menunggu 3 hari lagi Sangat menjengkelkan..🤬,1
Lucu sekali. Masa hapus chat ndak bisa?????????,2
kurir nya gaje Dh Mau Dikirim Ke alamat Rumah malah gagal harus di ulang Bukan masalah lama nya tapi kalo dh di kirim ke alamat jangan di batalin lah dah nungguin malah bak nya baru dikirim,2
"produk variatif, tampilan aplikasi memudahkan. saya harap terus ada peningkatan aplikasi semakin baik dan memudahkan sekaligus ada perbaikan bug apabila ditemukan. sukses terus Tokopedia",5
Sangat seimbang dalam memberikan perlindungan terhadap pembeli dan penjual.,5
mantap,5
"Highly NOT recomend App,pantesan orang orang pada milih aplikasi Shopee dari pada tokopedia,,selain harga yang di pasang tidak sesuai ketika di klik (harga tiba tiba berubah),,ongkir yang mahal,,,dan first imperssion ngajuin Tokpedcard Di tolak pas awal ngajuin,,ternyata begini orang2 di kecewakan dengan first impersion yang buruk 🥀🥀",1
"Maaf bintang 1,dari segi pelayanan sangat lambat dan mengecewakan bahkan gada respon,, TokopediaCare sangat tdk respon,, yg jawab robot mulu,,tidak bisa kasih solusi .tolong tingkatkan lg SDM nya donk Min..",1
semoga cepet sampe yah amanh,3
Gimana mau laku ga ada gratis ongkir kaya shopi kocak lu apk miskin,1
"apa bgt anjir lama bgt pengiriman pake si cepat kirain bisa dateng cepat eh bisa 4 5 harian masih mending pesen di oyen,klo mau dibatalin ditokped kelamaan hrs nunggu acc penjual aplg g ada gratong tiap hari😢😟",1
ok,5
diskon,4
MANTAP!,5
ok,5
"SUNGGUH SANGAT KECEWA Tokopedia sok2an kasih voucher tp setelah order dibatalkan sistem. Aplikasi kurang profesional... Kl memang tidak ada budget ya gak usah kasih voucher... Sebagai penjual tidak tahu apa2 langsung suspen... Beberapa kali seperti itu, dan harus bikin toko baru... upload baru...",1
👍👍,5
muraaaahh pisan,4
baguss bngt apk nyaa,5
Bagus bangett,5
mantap,5
mantab,5
Mantap,5
"Terimakasih,",5
"Kenapa mau pasang kupon diskon nya ngga bisa, error terus, makin update malah makin parah, kupon diskon nya sedikit trus giliran kupon diskon nya mau di pake tiba² ngga bisa, makin aneh sekarang tokopedia Makin di update malah bukan nya makin bener malah makin banyak bug nya dan makin berat nih aplikasi",1
Iklan mulu,1
"Proses pembatalan lama sekali wooyyy, harus admin bisa lihat kl toko diem aja ga ada respone langsung batalin biar bisa langsung cari barang lain biar ga doble kl semisal toko nakal masih proses detik2 akhir estimasi pembatalan. toko sibuk pak, semua jg sibuk emang toko itu aja yg jualan..",1
👍👍,5
Semakin bosok. Paketan dari tgal 26 januari 2025 sampai skrg 30 januari 2025 belum datang. Kurir ID EXPRESS kasih bukti palsu foto kirim barangnya pihak tokopedianya gak ada kabar udah 2 hari. Bosok banget pelayanannya Itu barang kalau penting gimana? Kerjanya cuma makan tidur doang kalian,1
gampang eroro,1
"Apa sih pintpoint, bikin bingung aja. Kalau bikin ketentuan yang sederhana dong. Mau cekout malah nggak jadi2, gara-gara pintpoint sialan.... Monyet..... Nggak pakai pintpoint juga udah lancar-lancar saja malah nambahin yang aneh-aneh.... Setaaannnn...",1
opsi pembayaran nya sk eror tidak bisa pilih metode pembayaran ikon ny gk bisa dibuka 🤭,4
Sangat membantu,5
Mudah,5
mantap,4
Alhamdulillah sudah 3taun jalan,5
Aplikasi kuno.. kudet . masa di pencet Ling produk di WA gk bisa langsung masuk k Aplikasi toped... kuno atau gimana ini aplikasi?,2
"Metode bayar tidak bisa di tampilkan,kacau.......",1
Bener² mengecewakan.. pengembalian dana barang yg tidak di trima masa iya smpai sbulan blum juga msuk ke rekening pembeli.. bner² kecewa sama Tokopedia,1
"pengembalian dana gak termasuk ongkir (mahal ongkirnya), masa karena kesalahan mereka gua yang rugi 😡 udh barangnya gak ada, duit saya ikutan ilang.",1
"Aplikasi ga jelas sudah dibayar tiba"" dibatalkan sistem,sudah dikirim tiba"" direturn pusat,udh nunggu"" ternyata mengecewakan ini gimana sih",1
Proses klaim asuransi lama banget.2 minggu belum selesai.lelettt,1
Gan Toped tolong dong feature penghapus pesan diaktifkan lagi. Pesan² lama yang sudah tidak relevan cukup mengganggu dan memboroskan penyimpanan. Terimakasih,4
👍🏿👍🏿,5
Sangat membantu untuk berbelanja dan mencari berbagai macam kebutuhan. Tampilanya simpel dan mudah untuk digunakan.,5
"terimakasih Tokopedia ,banyak promo dan diskon harga .. aku suka sekali belanja di Tokopedia ini ..",5
Peyleter,5
sangat puas pada pelayananya,5
Kenapa sekarang tokopedia sdh tidak bisa tenor 12 bln Skrg bisanya cuma 6 bln aja padahal lebih terjangkau kalau tenor 12 bln padahal dulu lbih bagus bisa cicil sampai 12 bln???,5
Good luck,4
Live agen gaje balas chat luama buangettttt,1
Apa bisa untuk jual beli hewan?,5
"Kenapa sih tokopedia pengiriman nya lama banget gak ditoko ini gak ditoko itu sama aja seminggu an baru sampek rumah, iya sih harga nya murah-murah tapi ya masak nunggu seminggu mana mau dipake cepet😌",3
bagus cepat,3
the best servis,5
Kenapa saldo dana saya d ambil shop tokopedia,2
1x24 jam barang ga dikirim tolong dong batalkan otomatis. Sebab banyak toko yang tidak aktif. Jangan nunggu 3 hari dibatalkan nya terlalu lama.,5
jos mantap banget,5
aplikasi bagus,4
"selama saya pesan sih oke,mudah2 selalu amanah👍",5
mantap,5
menyenangkan,5
aktifin gopay later gue kecewa gue sama lu min,5
aku suka dengan diskon pengguna baru🤭,5
5x pesan ngestuk di proses sampe 3hari? Pengiriman pun lama! Jauh dari kata baik!!,2
cepat dan terpercaya,5
Kenapa aplikasinya susah sibuka yah?,5
good,5
"Aplikasinya kalau dipakai lama-lama klik to klik & lihat lihat kiriman ulasan orang lain jadi nyendat nyendat agak berat, why ???? Apakah Apk nya banyak bug ???",3
terbaik,5
"kacau, notifnya barang harga berubah, udah di hapus dari keranjang trus di refresh masukin ulang, lanjut cekout ulang tetep ngga bisa!!,notifnya harga barang berubah tapi tampilan harga dilayar masih harga lama,,..shortcut whistlist dari keranjang juga error terus,......parah,...",1
mantap,5
"Tolong perbaiki aplikasi tokopedia adain lagi sistem penghapusan chat, dan notif tidak jelas centang 1 baru di chat tapi tak ada yang baru di chat, kejadian ini berulang ulang oleh saya",3
Aplikasinya memang bagus tp ga bisa COD sama aja yg lain maaf klw bisa COD sys kasih 5 bintang⭐⭐⭐⭐⭐⭐⭐,1
Kenapa sekarang tidak bisa hapus chat antara pembeli dan penjual ? Dan kenapa pembayaran dengan saldo Tokopedia tidak bisa digabungkan dengan transfer ATM? Padahal sebelumnya bisa. Jadinya saldo Tokopedia mengendap tidak bisa digunakan.,5
Senang belanja ditoko pedia banyak bonusny,5
bintang yg berbicara,5
Pesanan saya gak di kirim kirim karena pake vocer promo potongan harga tutup aja toko yang gak bener buat apa ada vocer kalo gak boleh di pake,1
Good job,5
Saya kecewa apk gak tanggap kalau kita komplen,1
ok pelayanan nya,5
Gak ngotak ongkir nya njir😂🫵🏻,1
Mengganggu banget,1
Gopaylater saya ko diblokir,5
mantap & puas belanja online d toko pedia,5
Saya suka sekali dengan aplikasi ini,5
mantap,5
selalu dipermudah,5
Gacor,5
mantap,3
semoga saya di sini dapat gratis ongkir,5
ga download? rugi,5
"ok, cepat & mudah, suka belanja di tokped.. mudah2an tambah byk diskon yaaa",5
Aneh dapet promo pengguna baru pas mau beli promo nya hilang sendiri,1
"lumayan bagus, buat semuanya apk ini sangat bermanfaat, apa lagi pengguna baru diskon 70℅",5
Kalau bisa di perbaiki di masalah pengiriman nya jangan terlalu lama sampe 5 hari soalnya kita ngga tau itu lagi urgent atau ngga.,3
bagus tepat,5
kerennya,5
Udah gak ada WIB gaseru. Mana skrang diskonnya cuma sedikit banget.,1
Simple,5
Aplikasi jual-beli online aman terpercaya,5
memudahkan dalam belanja,5
aplikasi yg sangat memudahkan orang lain,5
"Buat manjemen tokoped, tolong perbaiki d bagian Feed video, kok scrool nya agak lambat video nya.",5
kurang puas,2
sangat menyenangkan,5
yang Bagus,5
produknya murah,5
mantap,5
banyak diskon nya,5
baik,5
Semoga bermanfaat buat kami....,5
original produk nya ga main main,5
ok,5
"Sekarang tokokpedia pengirimannya lama, statusnya d proses mulu harus nunggu 1 minggu baru di kirim",2
belanja jadi lebih mudah,5
bagus baik cepat nyaman aman,5
Topup tap cash 50rb saldo gak masuk pedahal transaksi sudah berhasil Sangat2 kecewa!!!!,1
Banyak produk yg tidak bisa di pakai apalagi hp yg 200 ribuan biasanya 3g tapi tulisannya 4g gak bisa di pakai,1
"The best olshop di Indonesia ya ini, udah mah sering ngasih promo kualitas barang ori semua. Kurirnya problematik tidak rekomended ID Expres",1
"apk tidak membantu,pesanan saya di batalkan begitu saja oleh pihak tokped..tolong pikirkan jg prasaan pelanggan saya baru pertama kali men download sdh mendapatkan experience yg sprt ini sgt kecewa.",1
"Barang gak sampai uang gak kembali aplikasi apa ini kacau . Buat teman"" kalo pesan barang di sini mohon hati"" pesanan sya hampir sebulan gak sampai tpi uangnya gak kembali Aplikasi kok nipu",1
Katanya dapat promo tapi tidak bisa digunakan,1
Agak kecewa si skarang biar dapet gratis ongkir minimal belanja 100k 😅,4
BENCI BANGET SAMA IKLAN TOKPED DI SETIAP APLIKASI !!! SELALU SUSAH DISKIP. MAKSA BANGET BUAT NGEBUKA APLIKASINYA. MAAF AJA YA GA SUKA BELANJA LEWAT TOKPED !,1
"Mantap, semoga semakin suskes",5
sipp bgt,5
Aplikasi ini cukup baik. Tetapi sayangnya barang jika lewat JNE selalu sampai di atas 7 hari. Lelet dan membuat jadi kecewa Sehingga membuat males berbelanja di Tokopedia.,1
ok bgt,5
Bagus,4
Mudah praktis aman,5
kadang pihak toko tidak update,4
lumayan juga,3
"Mungkin bintang 3 dulu. Selama aku pakai aplikasi tokopedia ini nyaman² aja, banyak voucher dan juga bisa dapat barang dg harga murah. Cuman nggak enaknya belanja di tokped ini, sering dibatalkan oleh sistem. Padahal barang yg dibatalkan itu barang yg aku mau, sempat aku tanya disuruh nunggu, pas udah nunggu tau² dibatalkan gitu aja.",3
"JANGAN KERJA SAMA DENGAN SICEPAT 😡😡😡😡😡 Seller tokopedia selalu gercep, tapi paket selalu ngadat di gudang sicepat, diambil ke gudang alasannya selalu tidak masuk akal, tolong lahh sekelas tokopedia masak pengirimannya begini 😤",1
Pelayanan aplikasi sangat sangat buruk,1
mantap banyak promonya dan gratis ongkit,5
Karena tidak capek beli kemana mana tinggal beli di sini doang kok,4
Bagus lumayan buat belanja TPI ada kesalahan dikit yaitu ketika lagi belanja harganya makin naik,5
ganggu iklan nya bodoh,1
tokopedia untuk jual beli online aman seler amanah terima kasih tokopedia,4
harganya kalau ada voucher/diskon emang murah tapi kan ada tanda gratis ongkir kenapa ongkirnya tetap ada? Ongkir nya juga mana mahal banget lagi masa lebih mahalan ongkirnya dari pada harganya gimana sii :(,3
"gak asyik, produk mahal. vocernya tipu²",1
bagus,5
Skdr tambahan kalo bisa utk prss unboxing di permudah lagi,5
mantap,5
Sangat bagus,5
Sarangnya seller scam dan maling,1
"pengirimanya lamanya minta ampun, pdhl toko ga beda pulau. di apk² lain rata² gak selama itu ngirimnya. ini sampe berhari hari",1
ok,1
top markotop mantab banget,5
"klo ngasih promo,diskon,atau kupon itu yg bner.diksih pemberitahuan kpan brarkhirnya.jd kita pembeli bsa nggunain.klo gk ada pembrthn/pengumuman.tau"" kupon,diskon,promo.gk bsa di gunain smua,,kecewa parah",3
aplikasi bagus walaupun sering crash saat pembelian banyak,5
"sistem dan prosedur nya ga jelas, pesanan dibatalkan sepihak padahal stock produknya masih ada. Voucher yang udah ke pake juga jadinya ilang, kalo gabisa bikin sistem dan regulasi yang jelas gausah sok-sokan kasih opsi pembayaran 1x24 jam. Kalo gini ujung-ujungnya konsumen yang dirugikan.",1
smart fast good,5
👍👍👍,5
"Kenapa ya akhir akhir ini tidak bisa lagi hapus riwayat riwayat chat sama penjual, tolong diperbaiki min 🙏",4
bgus bgettttttt,5
"Aplikasi aneh, buat belanja malah dibatalkan sistem pdhl udh di bayar, mau di tarik ga bisa saldonya jelek banget sistemnya",1
Chat cs masalah pengiriman tidak ad..malah disuruh mandiri.. padahal jasa kirim sering melewati estimasi.,1
"promonya kurang nendang,minim promo",1
"udah diverifikasi di aplikasi, masih aja minta verif lgi",1
"Kenapa disaat pencarian gada ikon kamera? kan jadi susah , kesel bgt guee dri kmrin",2
"Banyak seller/toko yang alamatnya ngga jelas. Saya sudah kejadian 2x. Alamat seller Surabaya, tapi paket dikirim dari Jakarta. Jadi curiga saya. Apakah tidak ada tindakan/diusut dari pihak Tokopedia? Untung paket pertama benar tak tau paket yang kedua ini. Btw cepat kasih jawaban email saya! Saya sudah kirim email ke Email CS Tokopedia!!",3
mantaaap,5
"gacor njir tokopedia, enak beli disini dripada di toko oren",5
"Aplikasi apaan ini,berat banget buka video doang 😂",2
"Kenapa saya kasih bintang satu,karena tokopedia Lambat dalam urusan pengirirman... Semua kurir dari tokopedia tdk ada yg bisa diharapkan.... Parahnya lagi kalau barang sudah mau di antar ke alamat,,selalu gak pernah kasih kabar dr kurir nya..gak ada nlp atau pemberitahuan sebelumnya",1
ok punya tuh,5
Tokopedia memang oke,5
Barang nya komplit apa aja ada,5
g pernah diskon lagi,2
sangat bagus,5
oke,5
Pelayanan terjamin,5
"tokopedia, tolong dong klo setelah liahat barang dan kembali lg kenapa harus refresh ke paling awal lg, repot sekali ketika saya sedang mencari cari barang, udah jauh2 geser kebawah balik lg ke atas,, menurut saya update apk tokped terakhir sangat tidak bagus. saya harap bisa segera diperbaiki. terimakasih, next 5star",3
operasional mudah dan fpresional,5
"kurir jne ga sesuai ekspektasi harusnya klo emang libur setidaknya kirim sebelum libur, hapus aja tuh jasa kirim jne",1
good,5
GRATIS ONGKIR 👍,5
"Kok setelah di update gk bisa transaksi,lewat gopay, fi chat,mesenget gk ada respon,tolong perbaiki kak",4
Setiap produk recomended,5
"Senang belanja di Tokopedia mudah dan banyak discont produknya,,banyak promo"" murah dan terjamin amanah. tingkatkan lagi pelayanannya. smoga sukses makin berjaya.",5
"Sampai sekarang belom ada respon dari Tokopedia Care , aku pesan tws sampai Sekang belom aku terima , sampai sih udh tp malah balek ke surabaya",1
joooosss,5
ongkirnya mahal,1
semoga pelayanannya semakin meningkat,4
aplikasi ampas vaucer potong harga pas co di batalkan sistem kocak,1
saya sangat menikmati belanja di Tokopedia bnyk unggulnya dan untung nya,5
Masih bisa tuker tambah hp ngga bosa ko udh g bisa,2
Sagap,5
"Mau beli laptop asus tuf a15 pengiriman ke pekanbaru riau, (tidak ada kurir yg mendukung pengiriman barang ke tampan, kota pekanbaru, 😞",1
ok,5
wow Tokopedia mempermudah untuk belanja hemat.banyak promo yg menarik gratis ongkir pula.oke.,5
good ecommerce,5
Tokopedia... Emang selalu support,5
Fitur diskusi produk dihilangkan. 👎 History chat sebelumnya dihilangkan 👎 Tidak ada fitur history produk yang sudah dilihat sebelumnya 👎 Sering lag (blank putih gak bisa ngapa-ngapain). Sumpah ganggu banget saat mencari barang jadi balik lagi dari awal. 👎 Makin kesini malah makin GAK NYAMAN.,1
murah.. mantap,5
👍👍👍,5
saldo ditahan,1
Alhamdulillah,5
oke mantap,5
Aplikasi tolol mau ngajukan complain krna barang gk sesuai muter2 lemot sdah dilakukan berulang2 msih sama saja,1
"tokopedia luar biasa, sangat memuaskan, pertahankan",5
mantap kk,5
sangattt bagus,5
Lumayan,5
"Penyelesaian masalahnya lama banget. 1x balasan 15-25mnt. Ngecek doang hampir 1 jam. Proses retur jg ribet, pembeli harus nalangin ongkir dlu tp stlah pesanan selesai tk kunjung dikembalikan uang ongkirnya klo ga chat cs nya !! BOBROK !!",1
aplikasi yang bisa banget membantu da terpercaya maaaciwww minn tokped😍😗,4
Aplilasi terbaik ada banyak diskonannya .dari pada si oren dan si biru,5
untuk penguna di luar pulau Jawa jgn belanja di Tokopedia ongkir gak sesuai tangal terima expedisi pengaturan paket nya cacat lelet gak respon,1
"app mudah di gunakan, hanya saja kalau promo sering di cancel sepihak olah toko.",5
Aplikasi ini bagus,5
APK TER MINUS GAMAU RUGI!!!! UDAH BRPA AKUN CO PENGGUNA PERTAMA TAPI TETEP DI BATALIN JELEK GAA AMANAH GAA MAU RUGI GAA PUAS SAMA APK GJLS,1
mantap bisa gunakan paylater terbaik lah toko pedia,5
toko online yang terpercaya dari dulu,5
Luar biasa,5
Iklan Lo ganggu tau di hampir semua aplikasi ada iklan Lo.. mana lama bgt durasinya... !!!,2
Alhamdulillah belum pernah dikecewakan sampai hari ini..beda jauh sama yg belakangnya a..pertahan terus mutu Tokopedia dan penjual yg juju wajib dipertahankan..,5
Kenapa fitur hapus chat di inbox si hilangkan ? Semoga bisa dikembalikan karena itu fitur penting bagi pengguna untuk memilih chat mana yang ingin di hapus dan ingin di simpan dulu,1
serung minta update,3
Iklan lu ganggu bgt,1
saldo ditahan,1
Exelent,5
Sekarang udah gk bisa pakai fitur diskusi produk kah? *edit turun satu bintang karena jawaban developer nya template semua,2
bisa di andalkan..,5
mantap sekali,5
sempurna,5
Bagusss...,5
"Saya bener2 ngga suka sama yang namanya Kurir Rekomendasi karena lebih molor dari kurir biasanya, dan juga update resinya ngga pernah tepat, dilacak pun ngga ada bedanya sama kyk di aplikasi. Mending kyk sebelumnya, gratis ongkir ke jasa ekspedisi biasa, lebih bagus kyk gitu atau bikin sistem kyk shopee yang bisa milih jasa ekspedisi sendiri. Customer service nya juga tolong jangan diganti ke AI, benar benar tidak membantu customer sama sekali",2
tolong kalo bisa ongkirnya di kurangin sedikit dong min,5
👍🏻,5
Paket gw gak nyampe nyampe katanya pesenan di kirim ke alamat tujuan 😹 2 kali gagal (udah yapping nya 🤓☝️),1
"JASA PENIPU DIDALAM APLIKASI NYA, PENGIRIMAN DAN TERIMA BARANG MAU 1 BULAN. DEMI TUHAN AKU TIDAK BERBOHONG DAN BERDUSTA. SUDAH DI KOMPLAIN KE PIHAK APLIKASI JAWABANNYA HANYA ANGIN BELAKA. MASIH LEBIH BAIK LAGI SHOPEE! TOKOPEDIA DARI DULU SERING MENGECEWAKAN.",1
bagus murah anjai Mabar hahai selebew abis coi,5
Sangat mudah untuk berbelnja dan banyak promo nyaa .pengiriman nyh juga cepatt,5
Tolong dong tokopedia kasih opsi pembayaran paylater lewat dana supaya lebih memudahkan lagi dalam pembayaran,4
"TERNYATA ONGKIR DI TOKO PEDIA LEBIH BESAR DARI SHOPPE, Saya rekomendasikan kalau mau belanja online mending shoope aja",1
mantap,5
mantap,5
Jajal,5
"senengnya beli minyak goreng 2ltr,cm bayar 13rb. mksh Tokopedia",5
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
"pelayanan apa ini belanja gak bisa dicancel ke penjual padahal orderan cm diproses aja sdh lama gk dikirim..penjual sama tokopedia sama aja bekerjasama buat rugikan pembeli..kapok da beli disini gak lagi""..",1
setia dari dulu di toko pedia. terpercaya,5
Bagus,5
mantap...👍👍👍,5
Ok,1
Perbarui agar bisa melakukan pencarian dgn foto / camera.,2
"apk apalah ini, mesen barang trs dapet diskon pengguna baru, giliran udah di co dibatalin sistem tokpedia dengan alasan apalah.kalo emg ga ikhlas ngasi diskon ya gausah.",1
mohon sertakan kurir yg bisa sampai ke pelosok desa,4
prosesnya lebih mudah,5
"Hari ini saya terima paket Cod, Belum sampai 1 jam yg lalu, Barang yg dikirim tidak sesuai, Harusnya pihak platform Tokopedia bisa membantu karena dana nya otomatis masih dikurir belum disetor apalagi diteruskan ke Seler. Tapi kok tidak ada solusi. Harusnya bisa dibantu karna sudah lama langganan di Tokopedia. Kalau begini cara penanganan masalah di Tokopedia tidak ada keamanan bagi pembeli. Mending pindah ke Shopee atau yg lain.",1
Info yg diberikan cs tidak membantu dan terkesan malas kerja. Tidak bisa melihat pergerakan pengiriman paket lewat map. Layanan bantuan sangat kurang. Kordinasi dengan jasa kirim tidak bagus.,1
"kocak banget dah, voucher gratis ongkir gabisa dipake😹 gunanya apa? gajelas bgt",1
bagus banyak diskon,5
👍🏻👍🏻,5
untuk saat ini bagus...,5
"Aplikasi goblog, mencari barang yg di ingin kan jika di back ,,back ,, kenapa balik keatas, bukannya lanjutin pencarian malah balik ke awal atas",1
bagus,5
"Belanja harga kecil aja, serem saya complain ga ada costumer servicer. Udah mau bangkrut kah? Kapok belanja disini mending tko ornge kesebelah yg lebih aman",1
banyakan diskon dan promonya,5
jos,5
bagus,5
mantap,5
"Arahan Tokopedia, benar-benar sangat membantu. Saya yang sudah lansia bersyukur bisa belanja online via Tokopedia, terutama arahan untuk membuka dompet Tokopedia",5
pengirimin terkadang terlalu lambat 🙏,4
Sekarang nggak ada kupon untuk belanja jadi mahal,5
bagus,5
Kenapa sekarang tidak bisa hapus chat yang sudah di baca. Jd kurang nyaman lihat nya.,3
Tolong hapus Expedisi JNE dari tokopedia merugikan seller barang kirim ke customer mesti pecah packing udah baik tp masih pecah Barang sampai tapi di titipkan ke tettangga kurir JNE malas!,1
mantap 👍👍👍,5
Tidak bisa di buka,1
"aplikasi bagus, barang di toko banyak yang bagus, tapi pengiriman lama, mohon segera diperbaiki untuk masalah ini pesanan dalam satu kota pakai kurir biasa lama banget",3
Kembalikan uang saya!,1
baguss,5
Bagus,5
"cukup puas dengan aplikasi nya.., ada proteksi serta pelayanan nya juga bagus",5
Toko gak amanah dipelihara. Uninstal,1
"Tokopedia makin hari semakin tidak nyaman bagi penjual. CS dari dulu seperti AI automatic reply/jawaban copy paste berulang. Respon lebih dari 30menit, melelahkan. Penyelesaian masalah lama, posting produk baru lebih rumit, iklan tidak pengaruh signifikan, jual brand2 lokal tertentu tdk ada proteksi dari tokopedia dan langsung main hapus2 produk. Review ini jujur murni sebagai penjual",1
Marketplace kesayangan kita 👌,5
"aneh! udh pesen barang karna dpt diskon gede tiba-tiba dibatalin sama sistem, pas mau pesan lagi udh ilang diskonnya!",1
Good,5
"overall apknya bagus, tapi knp harus ada ""download fitur""?? susah bgt ga jalan² proses unduhnya padahal sinyal aman-aman aja, aku mau kasih ulasan dgn foto/video jdi ga bisa karena masalah tsb, itulah alesan aku males ngasih ulasan produk di tokped. ngerugiin seller juga sih klo gini, mereka kan berharap dikasih ulasan sama buyer.",4
Gila lm sekali respon dr cs toped. Mau bangkrut ap ni tokopedia? Tggu cs manusia dr tokopedia care butuh waktu 10mnt. Balas juga. Lm2 tidak jelas ni tokopedia. Susah ke cs manusia. Giliran tersambung lm. Tdk seperti toko sblh respon cepat.,1
Ga tau kenapa ga bisa login terus,1
bagus... terkadang loading...,4
Iklannya kau terus,1
Bagus tapi perbaiki sistem lokasi biar ga bingung,5
moga maju terus,1
mantab,5
pengiriman relatif lama dibanding platform sebelah.,1
Iklan sangat mengganggu selalu muncul dinponsel saya,5
Ok sangat penting,5
"Dapat harga promo,tp gak bisa di check out,pas ganti barang yg gak ada promo langsung bisa BAYAR....KOCAK",1
Siap2 bakal tutup toped Ahir tahun 2025 .. bangkrut,1
"Pelayanan buruk!! Mau live chat CS malah disuruh chat sama AI, udah gitu gak habis pikir gue yg bikin tagline #Kamulah solusinya (Tangani masalah mu sendiri) wkwk terus fungsinya CS apa? Makan gaji buta? Apa gak punya CS?",1
Ko akun saya tidak bisa di buka masalahnya saya ada tagihan,4
banyak trobel,1
bgus,5
"Jadi kikir gini tokopedia, masa bebas ongkir harus upgrade ke premium dan lagi cuma daerah jawa lagi, ke luar pulau jawa mana, belum lagi bebas ongkirnya ga 0.Rp Ganti nama aja jadi kikirpedia",1
"Makin buruk aja sekarang tokped, sistem pembatalannya dah engga bisa kasih ulasan ke penjual yang banyak slow responnya.. dan saldo di Tokopedia juga engga bisa digunakan kalau kita belanja lebih dari nominal, padahal dulu bisa, ditambahkan dengan metode pembayaran lain, sekarang sudah tidak bisa lagi ✍️.. buruk dan buruk pokoknya, banyak di otak Atik malah jadi menghancurkan ke percayaan pelanggan",1
Kapok belanja ditokped mending diapk sebelah pengiriman lemot banget,1
Fitur hapus chat ny tolong diadain lg.. Inbox sy jd penuh chat2 yg udh gk penting,1
dr sekian aplkasi blnja online.. tokopedia paling royal dlm hal promo voucher juga ongkir... gak nanggung2 ngsh promo/voucher potongan hingga 80%.. nyesel baru download.. recomend bngt buat semua yuk download .. jng ragu blnja d Tokopedia..,5
👍🏻,5
ok,3
baik,5
"Maaf kenapa pilihan bayar uang kuliah universitas terbuka tiba2 hilang? Pertama kali saya coba masih ada pilihannya tetapi tidak berhasil pas mau bayar, terus saya coba lagi malah hilang pilihannya. Sudah dicoba berkali2 tetap tidak muncul. Mohon solusinya",3
"Semenjak bebas ongkir tidak ada lagi jadi gak pernah lagi belanja di Tokopedia, sekarang pindah ke shoppe yg ongkir nya murah bahkan 0 rupiah,,,",1
👍,5
"Barang yang dijual sejauh ini tidak ada kendala, sesuai pesanan. Hanya saja kecewa dengan KURIR REKOMENDASI nya,",5
terbaik,5
Mantap.,5
trimakasih tokopedia selalu membantu saya,5
"Toko aneh, pengiriman lambat baru kali ini belanja online barang ga nyampe sampe satu minggu lamanya👎👎",1
Sangat membantu jika kita sedang terdesak karena kelupaan bayar pajak kendaraan,4
ok,5
"Aplikasi lemot mau minta return susah banget,beri penilain seller juga sama error terus beda sama aplikasi tetangga cepat tanggap",1
mudah mudahan makin memudahkan 😇😇,5
Bagus,5
good,5
nice,5
Pengiriman nya lama banget udah 2 hari blum di kirim,1
mantap,5
"Aplikasi nya jadi jelek,semakin berat. Voucher gratis di hilangkan. Ongkir mahal, pengiriman jga lambat. Di informasi pengiriman jelek kurang jelas dan tidak ada no kurir. Tidak seperti di apk sblah bebas ongkir, pengiriman kurir reguler hnya 24jam.",2
Kok nggk bs diinstal,1
"Aku penguna baru dan harus nya dapet diskon kann. saat q beli barang,diskon nya tu emang banyak banget yaudah deh aku check out barang nya....tapi udah nunggu beberapa hari belum Sampek"" teryata mlh dibatalkan oleh sistem, jadi enggak puas beli di Tokopedia enakan beli di toko sebelah, ini aku coba beli barang lagi harganya murah banget karna kena diskon...sampai ini di batalin lagi oleh sistem udah enggak mau lagi deh belanja di sini mending di sebelah aja. Tolong juga nih admin Tokopedia nya",4
mungkin ke depan untuk promo kiranya bisa mnjangkau juga untuk pembelian pulsa dgn nominal yang kecil. trm kasih,1
mantap,5
